taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
498845	genus	Candidatus Korarchaeum	1	1	1			1.00	0.00	[1]
511745	genus	Methylacidiphilum	3	1	1			1.00	0.00	[1, 1, 1]
88	genus	Leptothrix	1	2	2			2.00	0.00	[2]
532	genus	Beijerinckia	1	3	3			3.00	0.00	[3]
33986	genus	Exiguobacterium	8	4	10			8.50	1.73	[9, 9, 9, 9, 10, 9, 4, 9]
178440	genus	Opitutus	1	1	1			1.00	0.00	[1]
375928	genus	Natranaerobius	1	4	4			4.00	0.00	[4]
423604	genus	Elusimicrobium	1	1	1			1.00	0.00	[1]
239934	genus	Akkermansia	2	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
212790	genus	Sulfurihydrogenibium	2	2	3			2.50	0.50	[3, 2]
2295	genus	Desulfobacterium	1	6	6			6.00	0.00	[6]
32636	genus	Halothermothrix	1	4	4			4.00	0.00	[4]
100715	genus	Chloroherpeton	1	1	1			1.00	0.00	[1]
281119	genus	Candidatus Amoebophilus	1	1	1			1.00	0.00	[1]
226	genus	Alteromonas	13	1	7			5.03	0.64	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 4, 5]
1101	genus	Prosthecochloris	4	1	2			1.75	0.43	[1, 2, 2, 2]
40323	genus	Stenotrophomonas	12	1	4			3.39	0.74	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 1, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 2, 3, 4, 4, 3, 2, 4, 4]
168657	genus	Hydrogenobaculum	5	2	2			2.00	0.00	[2, 2, 2, 2, 2]
635	genus	Edwardsiella	7	7	10			8.27	0.65	[8, 8, 9, 9, 7, 8, 8, 8, 7, 8, 10, 8, 8, 9, 9]
68335	genus	Coprothermobacter	1	2	2			2.00	0.00	[2]
13	genus	Dictyoglomus	2	2	2			2.00	0.00	[2, 2]
28261	genus	Thermodesulfovibrio	1	1	1			1.00	0.00	[1]
168470	genus	Laribacter	1	7	7			7.00	0.00	[7, 7, 7]
352	genus	Azotobacter	3	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6]
89583	genus	Gluconacetobacter	1	4	4			4.00	0.00	[4, 4]
40136	genus	Oligotropha	1	1	1			1.00	0.00	[1, 1, 1]
182899	genus	Persephonella	1	2	2			2.00	0.00	[2]
499	genus	Thermomicrobium	1	2	2			2.00	0.00	[2]
191291	genus	Nautilia	2	4	4			4.00	0.00	[4, 4]
120652	genus	Methylocella	2	2	2			2.00	0.00	[2, 2]
33057	genus	Thauera	6	3	4			3.83	0.37	[4, 4, 4, 4, 4, 3]
2546365	genus	Rippkaea	1	2	2			2.00	0.00	[2, 2]
28070	genus	Gloeothece	2	3	3			3.00	0.00	[3, 3]
2094023	genus	Glaesserella	2	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
218207	genus	Desulfatibacillum	1	2	2			2.00	0.00	[2]
475087	genus	Methanosphaerula	1	3	3			3.00	0.00	[3]
106633	genus	Thioalkalivibrio	5	1	1			1.00	0.00	[1, 1, 1, 1, 1]
1742993	genus	Pseudarthrobacter	6	4	5			4.67	0.47	[5, 4, 5, 5, 4, 5]
43988	genus	Cyanothece	1	2	2			2.00	0.00	[2]
1508657	genus	Ruminiclostridium	1	8	8			8.00	0.00	[8]
56688	genus	Halorubrum	5	2	3			2.40	0.49	[3, 2, 2, 3, 2]
33973	genus	Acidobacterium	1	1	1			1.00	0.00	[1]
34098	genus	Blattabacterium	10	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
416916	genus	Aggregatibacter	3	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
2425	genus	Teredinibacter	1	3	3			3.00	0.00	[3]
43947	genus	Tolumonas	1	8	8			8.00	0.00	[8]
84756	genus	Beutenbergia	1	2	2			2.00	0.00	[2]
120831	genus	Dyadobacter	2	3	4			3.50	0.50	[4, 3]
1269	genus	Micrococcus	2	2	3			2.07	0.07	[2, 2, 2, 2, 3, 2, 2, 2]
898	genus	Desulfomicrobium	2	2	2			2.00	0.00	[2, 2]
40566	genus	Actinosynnema	2	5	5			5.00	0.00	[5, 5, 5]
53634	genus	Acidimicrobium	1	2	2			2.00	0.00	[2]
1016	genus	Capnocytophaga	14	3	4			3.57	0.49	[4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 4, 3, 4, 4]
651456	genus	Kosmotoga	2	2	2			2.00	0.00	[2, 2]
34072	genus	Variovorax	4	2	3			2.25	0.43	[2, 2, 2, 2, 2, 3]
43668	genus	Brachybacterium	7	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
417127	genus	Zunongwangia	1	3	3			3.00	0.00	[3]
44249	genus	Paenibacillus	53	6	15			10.19	1.80	[12, 8, 12, 13, 14, 12, 13, 15, 14, 11, 12, 13, 14, 14, 13, 13, 14, 13, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 10, 10, 10, 12, 9, 9, 13, 9, 9, 11, 6, 10, 10, 10, 12, 9, 10, 8, 9, 15, 13, 8, 11, 8, 14, 8, 9, 13, 10, 11, 9, 9, 12, 13, 9, 9, 11]
359407	genus	Methylotenera	2	2	3			2.50	0.50	[2, 3]
81682	genus	Methylovorus	2	2	2			2.00	0.00	[2, 2]
34019	genus	Liberibacter	5	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
2723	genus	Hirschia	1	2	2			2.00	0.00	[2]
84567	genus	Pedobacter	8	3	7			4.50	1.32	[3, 7, 6, 4, 5, 4, 3, 4]
84162	genus	Cryptobacterium	1	3	3			3.00	0.00	[3]
1851	genus	Saccharomonospora	2	3	3			3.00	0.00	[3, 3]
84108	genus	Slackia	1	2	2			2.00	0.00	[2, 2]
32067	genus	Leptotrichia	10	4	5			4.80	0.40	[5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]
57499	genus	Kytococcus	1	2	2			2.00	0.00	[2]
146825	genus	Halorhabdus	2	1	1			1.00	0.00	[1, 1]
203135	genus	Halomicrobium	1	2	3			2.67	0.00	[3, 3, 2]
196118	genus	Methanocaldococcus	6	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
79328	genus	Chitinophaga	3	2	6			3.08	0.82	[6, 2, 2, 3, 4, 2]
414878	genus	Catenulispora	1	3	3			3.00	0.00	[3]
43673	genus	Jonesia	1	5	5			5.00	0.00	[5, 5, 5]
261963	genus	Kangiella	4	2	2			2.00	0.00	[2, 2, 2, 2]
165779	genus	Anaerococcus	2	3	4			3.50	0.50	[4, 3]
252306	genus	Robiginitalea	1	2	2			2.00	0.00	[2]
327159	genus	Candidatus Accumulibacter	1	2	2			2.00	0.00	[2]
2282742	genus	Desulfofarcimen	1	10	10			10.00	0.00	[10]
1380	genus	Atopobium	1	1	1			1.00	0.00	[1]
84111	genus	Eggerthella	2	2	3			2.50	0.50	[3, 3, 2]
29330	genus	Alicyclobacillus	1	6	6			6.00	0.00	[6, 6]
45662	genus	Desulfohalobium	1	2	2			2.00	0.00	[2]
182639	genus	Kribbella	1	2	2			2.00	0.00	[2]
53460	genus	Nakamurella	2	2	3			2.50	0.50	[2, 3]
2019	genus	Thermomonospora	1	4	4			4.00	0.00	[4]
32068	genus	Sebaldella	1	4	4			4.00	0.00	[4]
65551	genus	Meiothermus	3	2	2			2.00	0.00	[2, 2, 2]
767891	genus	Candidatus Puniceispirillum	1	1	1			1.00	0.00	[1]
283810	genus	Stackebrandtia	1	2	2			2.00	0.00	[2]
34104	genus	Streptobacillus	1	5	5			5.00	0.00	[5, 5]
42837	genus	Ammonifex	1	2	2			2.00	0.00	[2]
832	genus	Fibrobacter	1	3	3			3.00	0.00	[3, 3]
109262	genus	Halothiobacillus	2	2	2			2.00	0.00	[2, 2]
2053	genus	Gordonia	11	2	4			3.27	0.75	[2, 3, 3, 4, 3, 3, 4, 4, 4, 2, 4, 3]
162027	genus	Haliangium	1	2	2			2.00	0.00	[2]
29548	genus	Rhodothermus	1	1	1			1.00	0.00	[1, 1]
2000	genus	Streptosporangium	1	6	6			6.00	0.00	[6]
57665	genus	Sulfurospirillum	8	2	4			2.81	0.61	[3, 2, 2, 3, 4, 3, 2, 3, 3]
81461	genus	Thermanaerovibrio	1	3	3			3.00	0.00	[3]
60919	genus	Sanguibacter	1	4	4			4.00	0.00	[4]
29465	genus	Veillonella	3	4	4			4.00	0.00	[4, 4, 4, 4, 4]
186188	genus	Xylanimonas	1	3	3			3.00	0.00	[3]
2056	genus	Sphaerobacter	1	2	2			2.00	0.00	[2]
262406	genus	Thermobaculum	1	2	2			2.00	0.00	[2]
204037	genus	Dickeya	8	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
1453359	genus	Candidatus Atelocyanobacterium	1	2	2			2.00	0.00	[2]
123	genus	Pirellula	2	1	1			1.00	0.00	[1, 1]
2701	genus	Gardnerella	1	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
1637257	genus	Mageeibacillus	1	2	2			2.00	0.00	[2]
191494	genus	Conexibacter	1	1	1			1.00	0.00	[1]
904	genus	Acidaminococcus	2	3	6			4.50	1.50	[6, 3]
121871	genus	Haloterrigena	3	2	4			3.00	0.82	[3, 2, 4]
1860	genus	Geodermatophilus	1	3	3			3.00	0.00	[3]
53335	genus	Pantoea	12	3	7			6.67	1.11	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
85072	genus	Allochromatium	1	3	3			3.00	0.00	[3]
54260	genus	Ferroglobus	1	1	1			1.00	0.00	[1]
75905	genus	Thermocrinis	2	1	1			1.00	0.00	[1, 1]
63742	genus	Natrialba	1	3	3			3.00	0.00	[3]
379546	genus	Aciduliprofundum	2	1	1			1.00	0.00	[1, 1]
314343	genus	Sideroxydans	1	2	2			2.00	0.00	[2]
117999	genus	Denitrovibrio	1	2	2			2.00	0.00	[2]
2175	genus	Methanohalophilus	2	1	3			2.00	1.00	[3, 1]
81466	genus	Aminobacterium	1	3	3			3.00	0.00	[3]
442430	genus	Coraliomargarita	1	2	2			2.00	0.00	[2]
838	genus	Prevotella	10	3	5			4.10	0.54	[4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 5]
109168	genus	Desulfotalea	1	7	7			7.00	0.00	[7]
551759	genus	Aromatoleum	1	4	4			4.00	0.00	[4]
63743	genus	Natronomonas	2	1	1			1.00	0.00	[1, 1]
303379	genus	Herminiimonas	2	2	2			2.00	0.00	[2, 2]
551	genus	Erwinia	9	1	7			6.33	1.89	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1]
626	genus	Xenorhabdus	5	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7]
42054	genus	Chromohalobacter	1	5	5			5.00	0.00	[5]
41707	genus	Lawsonia	1	2	2			2.00	0.00	[2, 2]
292691	genus	Gramella	4	3	3			3.00	0.00	[3, 3, 3, 3]
12960	genus	Azoarcus	8	3	5			4.00	0.50	[4, 5, 4, 4, 3, 4, 4, 4, 4]
1835	genus	Saccharopolyspora	1	4	4			4.00	0.00	[4]
1573	genus	Clavibacter	1	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
39643	genus	Sorangium	1	4	4			4.00	0.00	[4, 4, 4, 4, 4]
517	genus	Bordetella	17	3	5			3.08	0.31	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 3]
670516	genus	Mycobacteroides	6	1	2			1.21	0.37	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1]
583	genus	Proteus	4	1	7			6.88	0.22	[7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7, 7, 7, 7, 7, 7]
165695	genus	Sphingobium	19	2	4			2.79	0.77	[3, 3, 2, 2, 3, 4, 4, 4, 2, 3, 2, 2, 3, 2, 3, 2, 4, 4, 2, 4, 3]
1743	genus	Propionibacterium	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
1649480	genus	Planctopirus	2	2	2			2.00	0.00	[2, 2]
54253	genus	Thermosphaera	1	1	1			1.00	0.00	[1]
427922	genus	Desulfurivibrio	1	2	2			2.00	0.00	[2]
2060	genus	Tsukamurella	2	2	2			2.00	0.00	[2, 2, 2, 2]
475	genus	Moraxella	6	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
28263	genus	Arcanobacterium	1	4	4			4.00	0.00	[4, 4]
129001	genus	Syntrophothermus	1	2	2			2.00	0.00	[2]
332248	genus	Truepera	1	2	2			2.00	0.00	[2]
32012	genus	Thiomonas	1	1	1			1.00	0.00	[1, 1]
147067	genus	Thermobispora	1	4	4			4.00	0.00	[4]
71666	genus	Waddlia	1	2	2			2.00	0.00	[2]
286801	genus	Segniliparus	1	1	1			1.00	0.00	[1]
1707	genus	Cellulomonas	6	2	3			2.33	0.47	[2, 2, 2, 2, 2, 3, 3]
1129704	genus	Kyrpidia	2	5	5			5.00	0.00	[5, 5]
152053	genus	Starkeya	1	1	1			1.00	0.00	[1]
278993	genus	Thermincola	1	3	3			3.00	0.00	[3]
2013	genus	Nocardiopsis	3	5	6			5.33	0.47	[5, 5, 5, 5, 5, 6]
401618	genus	Candidatus Riesia	2	2	2			2.00	0.00	[2, 2]
283	genus	Comamonas	6	2	9			4.56	1.41	[3, 9, 2, 5, 5, 4, 7, 3]
81	genus	Hyphomicrobium	3	1	1			1.00	0.00	[1, 1, 1, 1]
670486	genus	Dehalogenimonas	2	1	1			1.00	0.00	[1, 1]
963	genus	Herbaspirillum	6	2	4			3.00	0.58	[3, 3, 3, 3, 2, 3, 3, 3, 3, 4]
133925	genus	Olsenella	4	1	4			2.25	1.09	[1, 2, 4, 2]
453229	genus	Desulfarculus	1	1	1			1.00	0.00	[1]
1911556	genus	Sediminispirochaeta	1	2	2			2.00	0.00	[2]
41275	genus	Brevundimonas	11	1	2			1.91	0.29	[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2]
291988	genus	Thermosediminibacter	1	3	3			3.00	0.00	[3]
28186	genus	Acetohalobium	1	5	5			5.00	0.00	[5]
105850	genus	Acidilobus	2	1	1			1.00	0.00	[1, 1]
830	genus	Butyrivibrio	2	4	6			5.00	1.00	[6, 4]
1873	genus	Micromonospora	5	3	4			3.20	0.40	[3, 3, 3, 3, 3, 4]
96	genus	Gallionella	1	3	3			3.00	0.00	[3]
28895	genus	Thermoanaerobacterium	3	5	5			5.00	0.00	[5, 5, 5, 5, 5]
456826	genus	Candidatus Cloacimonas	1	2	2			2.00	0.00	[2]
1730	genus	Eubacterium	4	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5]
1184396	genus	Mesotoga	1	2	2			2.00	0.00	[2]
230355	genus	Methanolacinia	1	2	2			2.00	0.00	[2]
164450	genus	Vulcanisaeta	2	1	1			1.00	0.00	[1, 1]
44011	genus	Ferrimonas	1	7	7			7.00	0.00	[7]
74968	genus	Ferroplasma	2	1	1			1.00	0.00	[1, 1]
208215	genus	Parvularcula	1	1	1			1.00	0.00	[1]
326319	genus	Dokdonia	4	3	3			3.00	0.00	[3, 3, 3, 3]
52959	genus	Polaribacter	5	2	6			4.00	1.67	[2, 3, 3, 6, 6]
252356	genus	Maribacter	5	2	3			2.20	0.40	[2, 2, 3, 2, 2]
83612	genus	Psychroflexus	1	3	3			3.00	0.00	[3]
302485	genus	Phaeobacter	5	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
53945	genus	Octadecabacter	4	1	2			1.50	0.50	[2, 2, 1, 1]
848	genus	Fusobacterium	8	3	8			6.02	1.17	[5, 5, 5, 5, 3, 4, 4, 4, 4, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 7, 6, 6, 6, 6, 6, 6]
44259	genus	Filifactor	1	4	4			4.00	0.00	[4]
1330546	genus	Pluralibacter	2	7	7			7.00	0.00	[7, 7, 7, 7, 7]
92944	genus	Ketogulonicigenium	2	5	6			5.50	0.50	[5, 5, 5, 5, 5, 6]
2330	genus	Halanaerobium	2	4	4			4.00	0.00	[4, 4]
40	genus	Stigmatella	1	2	2			2.00	0.00	[2]
167639	genus	Ilyobacter	1	8	8			8.00	0.00	[8]
1649490	genus	Rubinisphaera	1	2	2			2.00	0.00	[2]
222	genus	Achromobacter	6	3	4			3.55	0.39	[3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 3, 4]
1068	genus	Rhodomicrobium	1	2	2			2.00	0.00	[2]
2179	genus	Methanothermus	1	2	2			2.00	0.00	[2]
319458	genus	Leadbetterella	1	3	3			3.00	0.00	[3]
60846	genus	Halogeometricum	1	2	2			2.00	0.00	[2]
76890	genus	Asticcacaulis	1	3	3			3.00	0.00	[3, 3]
2035811	genus	Pseudodesulfovibrio	3	1	3			2.00	0.82	[2, 1, 3]
393029	genus	Desulfurispirillum	1	3	3			3.00	0.00	[3]
253238	genus	Ethanoligenens	1	3	3			3.00	0.00	[3, 3, 3, 3, 3]
1906945	genus	Parageobacillus	1	10	10			10.00	0.00	[10, 10, 10, 10]
698776	genus	Cellulosilyticum	2	11	11			11.00	0.00	[11, 11]
940557	genus	Granulicella	2	1	1			1.00	0.00	[1, 1]
201096	genus	Alicycliphilus	1	3	3			3.00	0.00	[3, 3]
155862	genus	Methanothermococcus	1	2	2			2.00	0.00	[2]
1263	genus	Ruminococcus	3	4	4			4.00	0.00	[4, 4, 4]
346096	genus	Paludibacter	1	3	3			3.00	0.00	[3]
34084	genus	Riemerella	1	2	3			2.92	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3]
545865	genus	Calditerrivibrio	1	2	2			2.00	0.00	[2]
869806	genus	Marivirga	1	2	2			2.00	0.00	[2]
286130	genus	Sulfuricurvum	1	3	3			3.00	0.00	[3]
208447	genus	Oceanithermus	1	2	2			2.00	0.00	[2]
53357	genus	Intrasporangium	1	2	2			2.00	0.00	[2, 2]
73918	genus	Thermaerobacter	2	2	2			2.00	0.00	[2, 2]
171868	genus	Thermovibrio	1	3	3			3.00	0.00	[3]
83618	genus	Pseudoxanthomonas	2	1	2			1.25	0.25	[2, 1, 1]
269260	genus	Nitratifractor	1	2	2			2.00	0.00	[2]
104264	genus	Cellulophaga	3	4	5			4.33	0.47	[5, 4, 4, 4, 4, 4]
127	genus	Isosphaera	1	3	3			3.00	0.00	[3]
34037	genus	Rahnella	3	7	8			7.33	0.47	[7, 7, 7, 7, 7, 7, 7, 8]
1013	genus	Weeksella	1	5	5			5.00	0.00	[5, 5]
399320	genus	Sphaerochaeta	3	3	4			3.67	0.47	[4, 3, 4]
283168	genus	Odoribacter	1	4	4			4.00	0.00	[4, 4]
51196	genus	Syntrophobotulus	1	4	4			4.00	0.00	[4]
1649482	genus	Pseudopedobacter	1	4	4			4.00	0.00	[4]
64159	genus	Desulfurobacterium	1	2	2			2.00	0.00	[2]
2160	genus	Methanobacterium	7	2	3			2.29	0.45	[2, 3, 2, 2, 2, 2, 2, 2, 3]
991903	genus	Polymorphum	1	2	2			2.00	0.00	[2]
28453	genus	Sphingobacterium	10	2	8			5.30	1.85	[4, 8, 7, 7, 6, 2, 4, 4, 4, 7]
1375	genus	Aerococcus	6	4	7			4.75	1.15	[4, 4, 6, 5, 4, 4, 4, 7]
84404	genus	Hippea	1	2	2			2.00	0.00	[2]
332102	genus	Fluviicola	1	2	2			2.00	0.00	[2]
60892	genus	Desulfobacca	1	1	1			1.00	0.00	[1]
33870	genus	Coriobacterium	1	2	2			2.00	0.00	[2]
186191	genus	Marinithermus	1	3	3			3.00	0.00	[3]
2747	genus	Carnobacterium	10	1	8			4.10	3.18	[8, 6, 6, 8, 8, 6, 1, 1, 1, 1, 1]
265488	genus	Rhodopirellula	1	1	1			1.00	0.00	[1]
843	genus	Wolinella	1	3	3			3.00	0.00	[3, 3]
29487	genus	Photorhabdus	3	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7]
958	genus	Bdellovibrio	4	1	2			1.65	0.41	[2, 2, 2, 1, 1, 1, 2, 2]
1663	genus	Arthrobacter	19	4	9			5.53	1.14	[5, 6, 7, 6, 8, 6, 6, 6, 5, 6, 6, 6, 4, 9, 4, 5, 4, 5, 5, 5, 5]
657	genus	Photobacterium	3	9	21			13.50	3.24	[15, 9, 15, 15, 21, 15]
216431	genus	Croceibacter	1	2	2			2.00	0.00	[2]
35798	genus	Nitrosospira	3	1	1			1.00	0.00	[1, 1, 1]
186831	genus	Acetoanaerobium	1	6	6			6.00	0.00	[6]
264688	genus	Trichormus	2	4	4			4.00	0.00	[4, 4]
2050	genus	Mobiluncus	1	2	2			2.00	0.00	[2]
2321	genus	Methanohalobium	1	2	2			2.00	0.00	[2]
1847	genus	Pseudonocardia	8	3	4			3.62	0.48	[3, 4, 4, 3, 4, 4, 3, 4]
1234	genus	Nitrospira	4	1	1			1.00	0.00	[1, 1, 1, 1]
1813	genus	Amycolatopsis	8	3	4			3.88	0.33	[4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4]
2745	genus	Halomonas	22	1	7			5.36	1.26	[4, 6, 6, 4, 1, 4, 4, 6, 6, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 5, 6]
332246	genus	Halalkalicoccus	1	1	1			1.00	0.00	[1]
1742989	genus	Glutamicibacter	5	4	6			5.60	0.80	[6, 6, 6, 6, 4, 6]
2571159	genus	Mycetohabitans	1	3	3			3.00	0.00	[3]
233189	genus	Anaerolinea	1	2	2			2.00	0.00	[2]
33882	genus	Microbacterium	28	1	3			1.93	0.37	[2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
265	genus	Paracoccus	14	2	4			2.71	0.59	[3, 3, 4, 3, 3, 3, 3, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3]
84593	genus	Verrucosispora	1	3	3			3.00	0.00	[3]
2222	genus	Methanothrix	2	1	2			1.50	0.50	[2, 1]
970	genus	Selenomonas	5	4	7			4.60	1.20	[4, 7, 4, 4, 4]
305976	genus	Pusillimonas	2	2	2			2.00	0.00	[2, 2]
155493	genus	Gallibacterium	1	6	6			6.00	0.00	[6]
1652133	genus	Halobacteriovorax	2	2	2			2.00	0.00	[2, 2, 2]
